,train_loss_history,train_accuracy_history,val_loss_history,val_accuracy_history
0,2.4261830004778777,0.1818181872367859,1.956332538809095,0.3869047462940216
1,1.8107735547152433,0.40909090638160706,1.7315468958445959,0.3630952537059784
2,1.6065617431293835,0.4727272689342499,1.648190404687609,0.3511904776096344
3,1.5275587407025424,0.5,1.7732545818601335,0.3958333134651184
4,1.3252432010390542,0.5272727012634277,1.3367180355957575,0.5476190447807312
5,1.2871505872769788,0.5886363387107849,1.390025760446276,0.5416666865348816
6,1.061833102052862,0.6613636612892151,1.2372192910739355,0.5654761791229248
7,1.0433785140514373,0.699999988079071,1.2289140692778997,0.6160714030265808
8,1.1019023234193974,0.6568182110786438,1.239413401910237,0.5654761791229248
9,1.055431470003995,0.675000011920929,1.2523780699287141,0.5446428656578064
10,1.0291389259425077,0.675000011920929,1.2202303792749132,0.5833333730697632
11,1.0332806392149492,0.6772727370262146,1.2298893289906638,0.5833333730697632
12,0.9865851586515253,0.6931818127632141,1.2060649650437492,0.5654761791229248
13,0.994868354363875,0.6954545378684998,1.2209383589880807,0.5714285969734192
14,1.0710971377112648,0.6840909123420715,1.1866014770099096,0.5982142686843872
15,1.0035940549590372,0.6954545378684998,1.2404720485210419,0.5267857313156128
16,0.9470768202434886,0.7045454382896423,1.2217505446502142,0.5654761791229248
17,0.9957279812205921,0.7090908885002136,1.2393595831734794,0.5714285969734192
18,0.9827846966006539,0.699999988079071,1.2321747498852866,0.5654761791229248
19,1.0055386532436719,0.7045454382896423,1.2206771118300301,0.5773809552192688
20,0.9498647315935655,0.7159090638160706,1.206196061202458,0.6101190447807312
21,0.9619109522212635,0.6977272629737854,1.2121221465723855,0.550595223903656
22,1.0237757476893339,0.6863636374473572,1.211195511477334,0.5654761791229248
23,1.0514709066260945,0.6590909361839294,1.224783263036183,0.5803571343421936
24,0.9929590842940591,0.7045454382896423,1.2099513113498688,0.5833333730697632
25,0.9896177546544509,0.7090908885002136,1.1731005694184984,0.6190476417541504
26,0.9434480775486339,0.7522727251052856,1.1890271859509605,0.5803571343421936
27,0.9662893604148518,0.7181817889213562,1.2007124083382743,0.613095223903656
28,0.96856553662907,0.7136363387107849,1.2238167566912515,0.5892857313156128
29,1.0343078217723154,0.7136363387107849,1.2385827898979187,0.5416666865348816
30,1.0209975459358909,0.7045454382896423,1.2246394199984414,0.5625
31,0.9655351958491586,0.7113636136054993,1.2242697945662908,0.5565475821495056
32,0.9620917016809637,0.7090908885002136,1.175994677203042,0.6011905074119568
33,0.9875302271409468,0.7136363387107849,1.219158438699586,0.5684524178504944
34,0.957133441621607,0.7227272987365723,1.2353401482105255,0.5982142686843872
35,0.9894080053676259,0.7045454382896423,1.2132012162889754,0.5803571343421936
36,1.0323439088734714,0.6772727370262146,1.2260013265269143,0.5833333730697632
37,0.9270563293587077,0.7454545497894287,1.1853332391807012,0.5803571343421936
38,0.9900978440588171,0.7045454382896423,1.2540516640458788,0.5714285969734192
39,0.9518883715976368,0.7363636493682861,1.1961880241121565,0.5952380895614624
40,0.9864615976810456,0.7113636136054993,1.1779666585581643,0.625
41,0.9566562907262282,0.7250000238418579,1.2399889826774597,0.6041666269302368
42,1.0677314189347353,0.6568182110786438,1.225649620805468,0.5773809552192688
43,0.9966636820272966,0.7045454382896423,1.2070448909487044,0.574404776096344
44,1.0309935515577142,0.6727272868156433,1.2188938770975386,0.574404776096344
45,1.0337482430718161,0.6931818127632141,1.2375180636133467,0.574404776096344
46,1.0434232896024531,0.6909090876579285,1.2246154802186149,0.5535714030265808
47,0.9629328294233842,0.7250000238418579,1.2316498096500124,0.5416666865348816
48,0.9738107719204643,0.706818163394928,1.2040588387421198,0.5922619104385376
49,1.0062261939048767,0.6954545378684998,1.1875108012131281,0.6101190447807312
50,1.0351939699866555,0.6886363625526428,1.2023495052542006,0.5863094925880432
51,1.0083568562160838,0.7136363387107849,1.233115323952266,0.5922619104385376
52,0.9901640057563782,0.7045454382896423,1.2140127505574907,0.5654761791229248
53,0.9625168079679662,0.6909090876579285,1.1902308421475547,0.5863094925880432
54,1.000295097177679,0.7227272987365723,1.1985719799995422,0.5892857313156128
55,0.9759683408520439,0.6863636374473572,1.2162971666881017,0.5654761791229248
56,0.9618473703211005,0.7181817889213562,1.2306891637189048,0.5684524178504944
57,0.9255763601173054,0.7454545497894287,1.2321695004190718,0.5535714030265808
58,1.0074935826388272,0.6954545378684998,1.2072901129722595,0.6220237612724304
59,0.9379661673849279,0.7250000238418579,1.2161057037966592,0.6101190447807312
