,train_loss_history,train_accuracy_history,val_loss_history,val_accuracy_history
0,2.462459163232283,0.1613636314868927,2.013241401740483,0.2440476268529892
1,1.9046781995079733,0.32499998807907104,1.6865322504724776,0.4107142984867096
2,1.752245306968689,0.4000000059604645,1.5049139644418443,0.5297619104385376
3,1.4759204528548502,0.5045454502105713,1.452190296990531,0.5297619104385376
4,1.4217922015623612,0.5204545259475708,1.4152368562562125,0.5297619104385376
5,1.264666736125946,0.574999988079071,1.3166741217885698,0.5654761791229248
6,1.1286236600442365,0.6522727012634277,1.238029501267842,0.5863094925880432
7,1.1181909810413013,0.6409090757369995,1.1955917094435011,0.5714285969734192
8,1.1169730468229815,0.6727272868156433,1.2132578194141388,0.6041666269302368
9,1.1337757955897938,0.6545454263687134,1.2319632598331995,0.5773809552192688
10,1.0828833363272927,0.675000011920929,1.2114038467407227,0.5863094925880432
11,1.076942789554596,0.6704545617103577,1.2003624439239502,0.6071428656578064
12,1.11549870967865,0.6499999761581421,1.151719834123339,0.6339285969734192
13,1.0926498077132485,0.6704545617103577,1.1689502426556178,0.636904776096344
14,1.0365926352414219,0.6977272629737854,1.2381115875073843,0.5773809552192688
15,1.1228045344352722,0.6636363863945007,1.2091901813234602,0.6160714030265808
16,1.0654524391347713,0.6818181872367859,1.1726853400468826,0.613095223903656
17,1.011906863342632,0.7272727489471436,1.1984059470040458,0.5803571343421936
18,1.0419190417636524,0.6818181872367859,1.1819959964071,0.6101190447807312
19,1.0155011556365274,0.706818163394928,1.1868706090109689,0.6101190447807312
20,1.0800067619843916,0.6659091114997864,1.2001252940722875,0.6071428656578064
21,1.0478805455294522,0.6931818127632141,1.19265444789614,0.613095223903656
22,1.0780701485547153,0.6704545617103577,1.1840735290731703,0.6041666269302368
23,1.0559659025885841,0.6795454621315002,1.1928432498659407,0.613095223903656
24,0.9722318345850164,0.7295454740524292,1.1893529764243536,0.5803571343421936
25,1.0417789323763413,0.6954545378684998,1.1883786363261086,0.6160714030265808
