,train_loss_history,train_accuracy_history,val_loss_history,val_accuracy_history
0,2.409517509287054,0.1409090906381607,2.1295872245516096,0.2321428507566452
1,2.0103108406066896,0.35227271914482117,1.8396936229297094,0.4077381193637848
2,1.8455785209482367,0.36136364936828613,1.6610642756734575,0.4553571343421936
3,1.6603920394724065,0.459090918302536,1.4977444750922067,0.538690447807312
4,1.5309598391706294,0.5136363506317139,1.5228549369743891,0.4761904776096344
5,1.414121097868139,0.543181836605072,1.4364990379129137,0.4851190447807312
6,1.4001534862951799,0.5545454621315002,1.3400490752288274,0.5416666865348816
7,1.25205130035227,0.6454545259475708,1.3695176839828491,0.5446428656578064
8,1.316712242906744,0.5977272987365723,1.37450367638043,0.574404776096344
9,1.2748386989940297,0.6363636255264282,1.3388515668255943,0.5595238208770752
10,1.2808023431084372,0.6227272748947144,1.3721341575895036,0.538690447807312
11,1.3128303256901828,0.5931817889213562,1.3732218827520097,0.5535714030265808
12,1.2804383527148853,0.6181818246841431,1.3739535553114754,0.5178571343421936
13,1.2689968672665684,0.6204545497894287,1.3310646542481013,0.5863094925880432
14,1.2613487698815085,0.6386363506317139,1.3563297646386283,0.550595223903656
15,1.2695060469887474,0.6181818246841431,1.3363525910036904,0.5476190447807312
16,1.2658873731439764,0.625,1.3436791471072607,0.5535714030265808
17,1.2647690502080051,0.6318181753158569,1.3249641231128149,0.574404776096344
18,1.252069639075886,0.6568182110786438,1.3359592727252416,0.5892857313156128
19,1.2052245660261673,0.6704545617103577,1.3284082157271249,0.5833333730697632
20,1.2734553943980824,0.6045454740524292,1.3483561319964272,0.550595223903656
21,1.2362816127863798,0.6590909361839294,1.3173292321818215,0.5446428656578064
22,1.230500176819888,0.6477272510528564,1.3217733757836478,0.5297619104385376
23,1.2305562756278299,0.6477272510528564,1.3425020745822362,0.5654761791229248
24,1.2379049409519542,0.6409090757369995,1.3364795744419098,0.5654761791229248
25,1.2846538630398836,0.6159090995788574,1.3456831106117793,0.5327380895614624
26,1.2684380704706366,0.6409090757369995,1.3481494358607702,0.5327380895614624
27,1.2570119792764838,0.625,1.353285061461585,0.5684524178504944
28,1.253323459625244,0.6295454502105713,1.3472841467176164,0.5267857313156128
29,1.2485291210087863,0.6272727251052856,1.318575177873884,0.538690447807312
30,1.2247415119951421,0.675000011920929,1.3377401445593153,0.5089285969734192
31,1.2574631430886007,0.6431818008422852,1.3225382268428802,0.5416666865348816
32,1.2497140515934337,0.6204545497894287,1.358651293175561,0.5803571343421936
33,1.2712700031020425,0.6636363863945007,1.3380588676248277,0.5684524178504944
34,1.2603934916582975,0.6454545259475708,1.3262062881674086,0.574404776096344
35,1.2812410614707253,0.6272727251052856,1.3250844052859716,0.5654761791229248
